municipality_id,province_id,municipality_name
321,15,San Clemente
322,15,San Manuel
323,15,Santa Ignacia
324,15,City of Tarlac
325,15,Victoria
326,15,San Jose
327,16,Botolan
328,16,Cabangan
329,16,Candelaria
330,16,Castillejos
331,16,Iba
332,16,Masinloc
333,16,City of Olongapo
334,16,Palauig
335,16,San Antonio
336,16,San Felipe
337,16,San Marcelino
338,16,San Narciso
339,16,Santa Cruz
340,16,Subic
341,17,Baler
342,17,Casiguran
343,17,Dilasag
344,17,Dinalungan
345,17,Dingalan
346,17,Dipaculao
347,17,Maria Aurora
348,17,San Luis
349,18,Agoncillo
350,18,Alitagtag
351,18,Balayan
352,18,Balete
353,18,Batangas City
354,18,Bauan
355,18,Calaca
356,18,Calatagan
357,18,Cuenca
358,18,Ibaan
359,18,Laurel
360,18,Lemery
361,18,Lian
362,18,City of Lipa
363,18,Lobo
364,18,Mabini
365,18,Malvar
366,18,Mataasnakahoy
367,18,Nasugbu
368,18,Padre Garcia
369,18,Rosario
370,18,San Jose
371,18,San Juan
372,18,San Luis
373,18,San Nicolas
374,18,San Pascual
375,18,Santa Teresita
376,18,City of Sto. Tomas
377,18,Taal
378,18,Talisay
379,18,City of Tanauan
380,18,Taysan
381,18,Tingloy
382,18,Tuy
383,19,Alfonso
384,19,Amadeo
385,19,City of Bacoor
386,19,Carmona
387,19,City of Cavite
388,19,City of Dasmariñas
389,19,General Emilio Aguinaldo
390,19,City of General Trias
391,19,City of Imus
392,19,Indang
393,19,Kawit
394,19,Magallanes
395,19,Maragondon
396,19,Mendez
397,19,Naic
398,19,Noveleta
399,19,Rosario
400,19,Silang
401,19,City of Tagaytay
402,19,Tanza
403,19,Ternate
404,19,City of Trece Martires
405,19,Gen. Mariano Alvarez
406,20,Alaminos
407,20,Bay
408,20,City of Biñan
409,20,City of Cabuyao
410,20,City of Calamba
411,20,Calauan
412,20,Cavinti
413,20,Famy
414,20,Kalayaan
415,20,Liliw
416,20,Los Baños
417,20,Luisiana
418,20,Lumban
419,20,Mabitac
420,20,Magdalena
421,20,Majayjay
422,20,Nagcarlan
423,20,Paete
424,20,Pagsanjan
425,20,Pakil
426,20,Pangil
427,20,Pila
428,20,Rizal
429,20,City of San Pablo
430,20,City of San Pedro
431,20,Santa Cruz
432,20,Santa Maria
433,20,City of Santa Rosa
434,20,Siniloan
435,20,Victoria
436,21,Agdangan
437,21,Alabat
438,21,Atimonan
439,21,Buenavista
440,21,Burdeos
441,21,Calauag
442,21,Candelaria
443,21,Catanauan
444,21,Dolores
445,21,General Luna
446,21,General Nakar
447,21,Guinayangan
448,21,Gumaca
449,21,Infanta
450,21,Jomalig
451,21,Lopez
452,21,Lucban
453,21,City of Lucena
454,21,Macalelon
455,21,Mauban
456,21,Mulanay
457,21,Padre Burgos
458,21,Pagbilao
459,21,Panukulan
460,21,Patnanungan
461,21,Perez
462,21,Pitogo
463,21,Plaridel
464,21,Polillo
465,21,Quezon
466,21,Real
467,21,Sampaloc
468,21,San Andres
469,21,San Antonio
470,21,San Francisco
471,21,San Narciso
472,21,Sariaya
473,21,Tagkawayan
474,21,City of Tayabas
475,21,Tiaong
476,21,Unisan
477,22,Angono
478,22,City of Antipolo
479,22,Baras
480,22,Binangonan
481,22,Cainta
482,22,Cardona
483,22,Jala-Jala
484,22,Rodriguez
485,22,Morong
486,22,Pililla
487,22,San Mateo
488,22,Tanay
489,22,Taytay
490,22,Teresa
491,23,Boac
492,23,Buenavista
493,23,Gasan
494,23,Mogpog
495,23,Santa Cruz
496,23,Torrijos
497,24,Abra De Ilog
498,24,Calintaan
499,24,Looc
500,24,Lubang
501,24,Magsaysay
502,24,Mamburao
503,24,Paluan
504,24,Rizal
505,24,Sablayan
506,24,San Jose
507,24,Santa Cruz
508,25,Baco
509,25,Bansud
510,25,Bongabong
511,25,Bulalacao
512,25,City of Calapan
513,25,Gloria
514,25,Mansalay
515,25,Naujan
516,25,Pinamalayan
517,25,Pola
518,25,Puerto Galera
519,25,Roxas
520,25,San Teodoro
521,25,Socorro
522,25,Victoria
523,26,Aborlan
524,26,Agutaya
525,26,Araceli
526,26,Balabac
527,26,Bataraza
528,26,Brooke'S Point
529,26,Busuanga
530,26,Cagayancillo
531,26,Coron
532,26,Cuyo
533,26,Dumaran
534,26,El Nido
535,26,Linapacan
536,26,Magsaysay
537,26,Narra
538,26,City of Puerto Princesa
539,26,Quezon
540,26,Roxas
541,26,San Vicente
542,26,Taytay
543,26,Kalayaan
544,26,Culion
545,26,Rizal
546,26,Sofronio Española
547,27,Alcantara
548,27,Banton
549,27,Cajidiocan
550,27,Calatrava
551,27,Concepcion
552,27,Corcuera
553,27,Looc
554,27,Magdiwang
555,27,Odiongan
556,27,Romblon
557,27,San Agustin
558,27,San Andres
559,27,San Fernando
560,27,San Jose
561,27,Santa Fe
562,27,Ferrol
563,27,Santa Maria
564,28,Bacacay
565,28,Camalig
566,28,Daraga
567,28,Guinobatan
568,28,Jovellar
569,28,City of Legazpi
570,28,Libon
571,28,City of Ligao
572,28,Malilipot
573,28,Malinao
574,28,Manito
575,28,Oas
576,28,Pio Duran
577,28,Polangui
578,28,Rapu-Rapu
579,28,Santo Domingo
580,28,City of Tabaco
581,28,Tiwi
582,29,Basud
583,29,Capalonga
584,29,Daet
585,29,San Lorenzo Ruiz
586,29,Jose Panganiban
587,29,Labo
588,29,Mercedes
589,29,Paracale
590,29,San Vicente
591,29,Santa Elena
592,29,Talisay
593,29,Vinzons
594,30,Baao
595,30,Balatan
596,30,Bato
597,30,Bombon
598,30,Buhi
599,30,Bula
600,30,Cabusao
601,30,Calabanga
602,30,Camaligan
603,30,Canaman
604,30,Caramoan
605,30,Del Gallego
606,30,Gainza
607,30,Garchitorena
608,30,Goa
609,30,City of Iriga
610,30,Lagonoy
611,30,Libmanan
612,30,Lupi
613,30,Magarao
614,30,Milaor
615,30,Minalabac
616,30,Nabua
617,30,City of Naga
618,30,Ocampo
619,30,Pamplona
620,30,Pasacao
621,30,Pili
622,30,Presentacion
623,30,Ragay
624,30,Sagñay
625,30,San Fernando
626,30,San Jose
627,30,Sipocot
628,30,Siruma
629,30,Tigaon
630,30,Tinambac
631,31,Bagamanoc
632,31,Baras
633,31,Bato
634,31,Caramoran
635,31,Gigmoto
636,31,Pandan
637,31,Panganiban
638,31,San Andres
639,31,San Miguel
640,31,Viga
641,31,Virac
642,32,Aroroy
643,32,Baleno
644,32,Balud
645,32,Batuan
646,32,Cataingan
647,32,Cawayan
648,32,Claveria
649,32,Dimasalang
650,32,Esperanza
651,32,Mandaon
652,32,City of Masbate
653,32,Milagros
654,32,Mobo
655,32,Monreal
656,32,Palanas
657,32,Pio V. Corpuz
658,32,Placer
659,32,San Fernando
660,32,San Jacinto
661,32,San Pascual
662,32,Uson
663,33,Barcelona
664,33,Bulan
665,33,Bulusan
666,33,Casiguran
667,33,Castilla
668,33,Donsol
669,33,Gubat
670,33,Irosin
671,33,Juban
672,33,Magallanes
673,33,Matnog
674,33,Pilar
675,33,Prieto Diaz
676,33,Santa Magdalena
677,33,City of Sorsogon
678,34,Altavas
679,34,Balete
680,34,Banga
681,34,Batan
682,34,Buruanga
683,34,Ibajay
684,34,Kalibo
685,34,Lezo
686,34,Libacao
687,34,Madalag
688,34,Makato
689,34,Malay
690,34,Malinao
691,34,Nabas
692,34,New Washington
693,34,Numancia
694,34,Tangalan
695,35,Anini-Y
696,35,Barbaza
697,35,Belison
698,35,Bugasong
699,35,Caluya
700,35,Culasi
701,35,Tobias Fornier
702,35,Hamtic
703,35,Laua-An
704,35,Libertad
705,35,Pandan
706,35,Patnongon
707,35,San Jose
708,35,San Remigio
709,35,Sebaste
710,35,Sibalom
711,35,Tibiao
712,35,Valderrama
713,36,Cuartero
714,36,Dao
715,36,Dumalag
716,36,Dumarao
717,36,Ivisan
718,36,Jamindan
719,36,Ma-Ayon
720,36,Mambusao
721,36,Panay
722,36,Panitan
723,36,Pilar
724,36,Pontevedra
725,36,President Roxas
726,36,City of Roxas
727,36,Sapi-An
728,36,Sigma
729,36,Tapaz
730,37,Ajuy
731,37,Alimodian
732,37,Anilao
733,37,Badiangan
734,37,Balasan
735,37,Banate
736,37,Barotac Nuevo
737,37,Barotac Viejo
738,37,Batad
739,37,Bingawan
740,37,Cabatuan
741,37,Calinog
742,37,Carles
743,37,Concepcion
744,37,Dingle
745,37,Dueñas
746,37,Dumangas
747,37,Estancia
748,37,Guimbal
749,37,Igbaras
750,37,City of Iloilo
751,37,Janiuay
752,37,Lambunao
753,37,Leganes
754,37,Lemery
755,37,Leon
756,37,Maasin
757,37,Miagao
758,37,Mina
759,37,New Lucena
760,37,Oton
761,37,City of Passi
762,37,Pavia
763,37,Pototan
764,37,San Dionisio
765,37,San Enrique
766,37,San Joaquin
767,37,San Miguel
768,37,San Rafael
769,37,Santa Barbara
770,37,Sara
771,37,Tigbauan
772,37,Tubungan
773,37,Zarraga
774,38,City of Bacolod
775,38,City of Bago
776,38,Binalbagan
777,38,City of Cadiz
778,38,Calatrava
779,38,Candoni
780,38,Cauayan
781,38,Enrique B. Magalona
782,38,City of Escalante
783,38,City of Himamaylan
784,38,Hinigaran
785,38,Hinoba-an
786,38,Ilog
787,38,Isabela
788,38,City of Kabankalan
789,38,City of La Carlota
790,38,La Castellana
791,38,Manapla
792,38,Moises Padilla
793,38,Murcia
794,38,Pontevedra
795,38,Pulupandan
796,38,City of Sagay
797,38,City of San Carlos
798,38,San Enrique
799,38,City of Silay
800,38,City of Sipalay
801,38,City of Talisay
802,38,Toboso
803,38,Valladolid
804,38,City of Victorias
805,38,Salvador Benedicto
806,39,Buenavista
807,39,Jordan
808,39,Nueva Valencia
809,39,San Lorenzo
810,39,Sibunag
811,40,Alburquerque
812,40,Alicia
813,40,Anda
814,40,Antequera
815,40,Baclayon
816,40,Balilihan
817,40,Batuan
818,40,Bilar
819,40,Buenavista
820,40,Calape
821,40,Candijay
822,40,Carmen
823,40,Catigbian
824,40,Clarin
825,40,Corella
826,40,Cortes
827,40,Dagohoy
828,40,Danao
829,40,Dauis
830,40,Dimiao
831,40,Duero
832,40,Garcia Hernandez
833,40,Guindulman
834,40,Inabanga
835,40,Jagna
836,40,Getafe
837,40,Lila
838,40,Loay
839,40,Loboc
840,40,Loon
841,40,Mabini
842,40,Maribojoc
843,40,Panglao
844,40,Pilar
845,40,Pres. Carlos P. Garcia
846,40,Sagbayan
847,40,San Isidro
848,40,San Miguel
849,40,Sevilla
850,40,Sierra Bullones
851,40,Sikatuna
852,40,City of Tagbilaran
853,40,Talibon
854,40,Trinidad
855,40,Tubigon
856,40,Ubay
857,40,Valencia
858,40,Bien Unido
859,41,Alcantara
860,41,Alcoy
861,41,Alegria
862,41,Aloguinsan
863,41,Argao
864,41,Asturias
865,41,Badian
866,41,Balamban
867,41,Bantayan
868,41,Barili
869,41,City of Bogo
870,41,Boljoon
871,41,Borbon
872,41,City of Carcar
873,41,Carmen
874,41,Catmon
875,41,City of Cebu
876,41,Compostela
877,41,Consolacion
878,41,Cordova
879,41,Daanbantayan
880,41,Dalaguete
881,41,Danao City
882,41,Dumanjug
883,41,Ginatilan
884,41,City of Lapu-Lapu
885,41,Liloan
886,41,Madridejos
887,41,Malabuyoc
888,41,City of Mandaue
889,41,Medellin
890,41,Minglanilla
891,41,Moalboal
892,41,City of Naga
893,41,Oslob
894,41,Pilar
895,41,Pinamungajan
896,41,Poro
897,41,Ronda
898,41,Samboan
899,41,San Fernando
900,41,San Francisco
901,41,San Remigio
902,41,Santa Fe
903,41,Santander
904,41,Sibonga
905,41,Sogod
906,41,Tabogon
907,41,Tabuelan
908,41,City of Talisay
909,41,City of Toledo
910,41,Tuburan
911,41,Tudela
912,42,Amlan
913,42,Ayungon
914,42,Bacong
915,42,City of Bais
916,42,Basay
917,42,City of Bayawan
918,42,Bindoy
919,42,City of Canlaon
920,42,Dauin
921,42,City of Dumaguete
922,42,City of Guihulngan
923,42,Jimalalud
924,42,La Libertad
925,42,Mabinay
926,42,Manjuyod
927,42,Pamplona
928,42,San Jose
929,42,Santa Catalina
930,42,Siaton
931,42,Sibulan
932,42,City of Tanjay
933,42,Tayasan
934,42,Valencia
935,42,Vallehermoso
936,42,Zamboanguita
937,43,Enrique Villanueva
938,43,Larena
939,43,Lazi
940,43,Maria
941,43,San Juan
942,43,Siquijor
943,44,Arteche
944,44,Balangiga
945,44,Balangkayan
946,44,City of Borongan
947,44,Can-Avid
948,44,Dolores
949,44,General Macarthur
950,44,Giporlos
951,44,Guiuan
952,44,Hernani
953,44,Jipapad
954,44,Lawaan
955,44,Llorente
956,44,Maslog
957,44,Maydolong
958,44,Mercedes
959,44,Oras
960,44,Quinapondan
961,44,Salcedo
962,44,San Julian
963,44,San Policarpo
964,44,Sulat
965,44,Taft
966,45,Abuyog
967,45,Alangalang
968,45,Albuera
969,45,Babatngon
970,45,Barugo
971,45,Bato
972,45,City of Baybay
973,45,Burauen
974,45,Calubian
975,45,Capoocan
976,45,Carigara
977,45,Dagami
978,45,Dulag
979,45,Hilongos
980,45,Hindang
981,45,Inopacan
982,45,Isabel
983,45,Jaro
984,45,Javier
985,45,Julita
986,45,Kananga
987,45,La Paz
988,45,Leyte
989,45,Macarthur
990,45,Mahaplag
991,45,Matag-Ob
992,45,Matalom
993,45,Mayorga
994,45,Merida
995,45,Ormoc City
996,45,Palo
997,45,Palompon
998,45,Pastrana
999,45,San Isidro
1000,45,San Miguel
1001,45,Santa Fe
1002,45,Tabango
1003,45,Tabontabon
1004,45,City of Tacloban
1005,45,Tanauan
1006,45,Tolosa
1007,45,Tunga
1008,45,Villaba
1009,46,Allen
1010,46,Biri
1011,46,Bobon
1012,46,Capul
1013,46,Catarman
1014,46,Catubig
1015,46,Gamay
1016,46,Laoang
1017,46,Lapinig
1018,46,Las Navas
1019,46,Lavezares
1020,46,Mapanas
1021,46,Mondragon
1022,46,Palapag
1023,46,Pambujan
1024,46,Rosario
1025,46,San Antonio
1026,46,San Isidro
1027,46,San Jose
1028,46,San Roque
1029,46,San Vicente
1030,46,Silvino Lobos
1031,46,Victoria
1032,46,Lope De Vega
1033,47,Almagro
1034,47,Basey
1035,47,City of Calbayog
1036,47,Calbiga
1037,47,City of Catbalogan
1038,47,Daram
1039,47,Gandara
1040,47,Hinabangan
1041,47,Jiabong
1042,47,Marabut
1043,47,Matuguinao
1044,47,Motiong
1045,47,Pinabacdao
1046,47,San Jose De Buan
1047,47,San Sebastian
1048,47,Santa Margarita
1049,47,Santa Rita
1050,47,Santo Niño
1051,47,Talalora
1052,47,Tarangnan
1053,47,Villareal
1054,47,Paranas
1055,47,Zumarraga
1056,47,Tagapul-An
1057,47,San Jorge
1058,47,Pagsanghan
1059,48,Anahawan
1060,48,Bontoc
1061,48,Hinunangan
1062,48,Hinundayan
1063,48,Libagon
1064,48,Liloan
1065,48,City of Maasin
1066,48,Macrohon
1067,48,Malitbog
1068,48,Padre Burgos
1069,48,Pintuyan
1070,48,Saint Bernard
1071,48,San Francisco
1072,48,San Juan
1073,48,San Ricardo
1074,48,Silago
1075,48,Sogod
1076,48,Tomas Oppus
1077,48,Limasawa
1078,49,Almeria
1079,49,Biliran
1080,49,Cabucgayan
1081,49,Caibiran
1082,49,Culaba
1083,49,Kawayan
1084,49,Maripipi
1085,49,Naval
1086,50,City of Dapitan
1087,50,City of Dipolog
1088,50,Katipunan
1089,50,La Libertad
1090,50,Labason
1091,50,Liloy
1092,50,Manukan
1093,50,Mutia
1094,50,Piñan
1095,50,Polanco
1096,50,Pres. Manuel A. Roxas
1097,50,Rizal
1098,50,Salug
1099,50,Sergio Osmeña Sr.
1100,50,Siayan
1101,50,Sibuco
1102,50,Sibutad
1103,50,Sindangan
1104,50,Siocon
1105,50,Sirawai
1106,50,Tampilisan
1107,50,Jose Dalman
1108,50,Gutalac
1109,50,Baliguian
1110,50,Godod
1111,50,Bacungan
1112,50,Kalawit
1113,51,Aurora
1114,51,Bayog
1115,51,Dimataling
1116,51,Dinas
1117,51,Dumalinao
1118,51,Dumingag
1119,51,Kumalarang
1120,51,Labangan
1121,51,Lapuyan
1122,51,Mahayag
1123,51,Margosatubig
1124,51,Midsalip
1125,51,Molave
1126,51,City of Pagadian
1127,51,Ramon Magsaysay
1128,51,San Miguel
1129,51,San Pablo
1130,51,Tabina
1131,51,Tambulig
1132,51,Tukuran
1133,51,City of Zamboanga
1134,51,Lakewood
1135,51,Josefina
1136,51,Pitogo
1137,51,Sominot
1138,51,Vincenzo A. Sagun
1139,51,Guipos
1140,51,Tigbao
1141,52,Alicia
1142,52,Buug
1143,52,Diplahan
1144,52,Imelda
1145,52,Ipil
1146,52,Kabasalan
1147,52,Mabuhay
1148,52,Malangas
1149,52,Naga
1150,52,Olutanga
1151,52,Payao
1152,52,Roseller Lim
1153,52,Siay
1154,52,Talusan
1155,52,Titay
1156,52,Tungawan
1157,52,City of Isabela
1158,53,Baungon
1159,53,Damulog
1160,53,Dangcagan
1161,53,Don Carlos
1162,53,Impasug-ong
1163,53,Kadingilan
1164,53,Kalilangan
1165,53,Kibawe
1166,53,Kitaotao
1167,53,Lantapan
1168,53,Libona
1169,53,City of Malaybalay
1170,53,Malitbog
1171,53,Manolo Fortich
1172,53,Maramag
1173,53,Pangantucan
1174,53,Quezon
1175,53,San Fernando
1176,53,Sumilao
1177,53,Talakag
1178,53,City of Valencia
1179,53,Cabanglasan
1180,54,Catarman
1181,54,Guinsiliban
1182,54,Mahinog
1183,54,Mambajao
1184,54,Sagay
1185,55,Bacolod
1186,55,Baloi
1187,55,Baroy
1188,55,City of Iligan
1189,55,Kapatagan
1190,55,Sultan Naga Dimaporo
1191,55,Kauswagan
1192,55,Kolambugan
1193,55,Lala
1194,55,Linamon
1195,55,Magsaysay
1196,55,Maigo
1197,55,Matungao
1198,55,Munai
1199,55,Nunungan
1200,55,Pantao Ragat
1201,55,Poona Piagapo
1202,55,Salvador
1203,55,Sapad
1204,55,Tagoloan
1205,55,Tangcal
1206,55,Tubod
1207,55,Pantar
1208,56,Aloran
1209,56,Baliangao
1210,56,Bonifacio
1211,56,Calamba
1212,56,Clarin
1213,56,Concepcion
1214,56,Jimenez
1215,56,Lopez Jaena
1216,56,City of Oroquieta
1217,56,City of Ozamiz
1218,56,Panaon
1219,56,Plaridel
1220,56,Sapang Dalaga
1221,56,Sinacaban
1222,56,City of Tangub
1223,56,Tudela
1224,56,Don Victoriano Chiongbian
1225,57,Alubijid
1226,57,Balingasag
1227,57,Balingoan
1228,57,Binuangan
1229,57,City of Cagayan De Oro
1230,57,Claveria
1231,57,City of El Salvador
1232,57,City of Gingoog
1233,57,Gitagum
1234,57,Initao
1235,57,Jasaan
1236,57,Kinoguitan
1237,57,Lagonglong
1238,57,Laguindingan
1239,57,Libertad
1240,57,Lugait
1241,57,Magsaysay
1242,57,Manticao
1243,57,Medina
1244,57,Naawan
1245,57,Opol
1246,57,Salay
1247,57,Sugbongcogon
1248,57,Tagoloan
1249,57,Talisayan
1250,57,Villanueva
1251,58,Asuncion
1252,58,Carmen
1253,58,Kapalong
1254,58,New Corella
1255,58,City of Panabo
1256,58,Island Garden City of Samal
1257,58,Santo Tomas
1258,58,City of Tagum
1259,58,Talaingod
1260,58,Braulio E. Dujali
1261,58,San Isidro
1262,59,Bansalan
1263,59,City of Davao
1264,59,City of Digos
1265,59,Hagonoy
1266,59,Kiblawan
1267,59,Magsaysay
1268,59,Malalag
1269,59,Matanao
1270,59,Padada
1271,59,Santa Cruz
1272,59,Sulop
1273,60,Baganga
1274,60,Banaybanay
1275,60,Boston
1276,60,Caraga
1277,60,Cateel
1278,60,Governor Generoso
1279,60,Lupon
1280,60,Manay
1281,60,City of Mati
1282,60,San Isidro
1283,60,Tarragona
1284,61,Compostela
1285,61,Laak
1286,61,Mabini
1287,61,Maco
1288,61,Maragusan
1289,61,Mawab
1290,61,Monkayo
1291,61,Montevista
1292,61,Nabunturan
1293,61,New Bataan
1294,61,Pantukan
1295,62,Don Marcelino
1296,62,Jose Abad Santos
1297,62,Malita
1298,62,Santa Maria
1299,62,Sarangani
1300,63,Alamada
1301,63,Carmen
1302,63,Kabacan
1303,63,City of Kidapawan
1304,63,Libungan
1305,63,Magpet
1306,63,Makilala
1307,63,Matalam
1308,63,Midsayap
1309,63,M'Lang
1310,63,Pigkawayan
1311,63,Pikit
1312,63,President Roxas
1313,63,Tulunan
1314,63,Antipas
1315,63,Banisilan
1316,63,Aleosan
1317,63,Arakan
1318,64,Banga
1319,64,City of General Santos
1320,64,City of Koronadal
1321,64,Norala
1322,64,Polomolok
1323,64,Surallah
1324,64,Tampakan
1325,64,Tantangan
1326,64,T'Boli
1327,64,Tupi
1328,64,Santo Niño
1329,64,Lake Sebu
1330,65,Bagumbayan
1331,65,Columbio
1332,65,Esperanza
1333,65,Isulan
1334,65,Kalamansig
1335,65,Lebak
1336,65,Lutayan
1337,65,Lambayong
1338,65,Palimbang
1339,65,President Quirino
1340,65,City of Tacurong
1341,65,Sen. Ninoy Aquino
1342,66,Alabel
1343,66,Glan
1344,66,Kiamba
1345,66,Maasim
1346,66,Maitum
1347,66,Malapatan
1348,66,Malungon
1349,66,Cotabato City
1350,1,Manila
1351,1,Mandaluyong City
1352,1,Marikina City
1353,1,Pasig City
1354,1,Quezon City
1355,1,San Juan City
1356,1,Caloocan City
1357,1,Malabon City
