barangay_id,municipality_id,barangay_name
303,12,"Bgy. No. 55-C, Vira"
227,12,"Bgy. No. 56-A, Bacsil North"
228,12,"Bgy. No. 56-B, Bacsil South"
269,12,"Bgy. No. 57, Pila"
239,12,"Bgy. No. 58, Casili"
244,12,"Bgy. No. 59-A, Dibua South"
243,12,"Bgy. No. 59-B, Dibua North"
273,12,"Bgy. No. 6, San Agustin (Pob.)"
234,12,"Bgy. No. 60-A, Caaoacan"
255,12,"Bgy. No. 60-B, Madiladig"
240,12,"Bgy. No. 61, Cataban"
258,12,"Bgy. No. 62-A, Navotas North"
259,12,"Bgy. No. 62-B, Navotas South"
264,12,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)"
265,12,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)"
290,12,"Bgy. No. 8, San Vicente (Pob.)"
291,12,"Bgy. No. 9, Santa Angela (Pob.)"
289,12,"Bry. No. 18, San Quirino (Pob.)"
235,12,"Bry. No. 48-A, Cabungaan North"
317,13,Cacafean
308,13,Daquioag
307,13,Elizabeth
309,13,Escoda
310,13,Ferdinand
311,13,Fortuna
306,13,Imelda
312,13,Lydia (Pob.)
313,13,Mabuti
305,13,Pacifico
316,13,Santiago
315,13,Tabucbuc
314,13,Valdez
318,14,Acnam
319,14,Barangobong
320,14,Barikir
321,14,Bugayong
322,14,Cabittauran
323,14,Caray
324,14,Garnaden
325,14,Naguillan
326,14,Poblacion
327,14,Santo Niño
328,14,Uguis
329,15,Aggasi
330,15,Baduang
331,15,Balaoi
332,15,Burayoc
344,15,Caparispisan
333,15,Caunayan
334,15,Dampig
335,15,Ligaya
336,15,Pancian
337,15,Pasaleng
338,15,Poblacion 1
339,15,Poblacion 2
340,15,Saguigui
341,15,Saud
342,15,Subec
343,15,Tarrag
345,16,Bacsil
346,16,Cabagoan
347,16,Cabangaran
348,16,Callaguip
349,16,Cayubog
350,16,Dolores
351,16,Laoa
352,16,Masintoc
353,16,Monte
354,16,Mumulaan
355,16,Nagbacalan
356,16,Nalasin
357,16,Nanguyudan
358,16,Oaig-Upay-Abulao
359,16,Pambaran
360,16,Pannaratan (Pob.)
361,16,Paratong
362,16,Pasil
363,16,Salbang (Pob.)
364,16,San Agustin
365,16,San Blas (Pob.)
366,16,San Juan
367,16,San Pedro
368,16,San Roque (Pob.)
369,16,Sangladan Pob.
370,16,Santa Rita (Pob.)
371,16,Sideg
372,16,Suba
373,16,Sungadan
374,16,Surgui
375,16,Veronica
376,17,Batuli
377,17,Binsang
379,17,Caruan
380,17,Carusikis
381,17,Carusipan
382,17,Dadaeman
383,17,Darupidip
384,17,Davila
385,17,Dilanis
386,17,Dilavo
387,17,Estancia
388,17,Naglicuan
389,17,Nagsanga
378,17,Nalvo
390,17,Ngabangab
391,17,Pangil
392,17,Poblacion 1
393,17,Poblacion 2
394,17,Poblacion 3
395,17,Poblacion 4
396,17,Pragata
397,17,Puyupuyan
399,17,Salpad
400,17,San Juan
401,17,Santa Catalina
402,17,Santa Matilde
403,17,Sapat
404,17,Sulbec
398,17,Sulongan
405,17,Surong
406,17,Susugaen
407,17,Tabungao
408,17,Tadao
409,18,Ab-abut
410,18,Abucay
411,18,Anao (Pob.)
412,18,Arua-ay
413,18,Bimmanga
414,18,Boyboy
415,18,Cabaroan (Pob.)
416,18,Calambeg
417,18,Callusa
418,18,Dupitac
419,18,Estancia
420,18,Gayamat
421,18,Lagandit
422,18,Libnaoan
423,18,Loing (Pob.)
424,18,Maab-abaca
425,18,Mangitayag
426,18,Maruaya
427,18,San Antonio
428,18,Santa Maria
429,18,Sucsuquen
430,18,Tangaoan
431,18,Tonoton
432,19,Aglipay
433,19,Apatut-Lubong
434,19,Badio
435,19,Barbar
436,19,Buanga
437,19,Bulbulala
438,19,Bungro
439,19,Cabaroan
440,19,Capangdanan
441,19,Dalayap
442,19,Darat
443,19,Gulpeng
444,19,Liliputen
445,19,Lumbaan-Bicbica
446,19,Nagtrigoan
447,19,Pagdilao (Pob.)
448,19,Pugaoan
449,19,Puritac
454,19,Puzol
450,19,Sacritan
451,19,Salanap
452,19,Santo Tomas
453,19,Tartarabang
455,19,Upon
456,19,Valbuena (Pob.)
459,20,San Agustin
460,20,San Baltazar (Pob.)
461,20,San Bartolome (Pob.)
462,20,San Cayetano (Pob.)
463,20,San Eugenio (Pob.)
464,20,San Fernando (Pob.)
457,20,San Francisco (Pob.)
465,20,San Gregorio (Pob.)
466,20,San Guillermo
458,20,San Ildefonso (Pob.)
467,20,San Jose (Pob.)
468,20,San Juan Bautista (Pob.)
469,20,San Lorenzo
470,20,San Lucas (Pob.)
471,20,San Marcos
472,20,San Miguel (Pob.)
473,20,San Pablo
474,20,San Paulo (Pob.)
475,20,San Pedro
476,20,San Rufino (Pob.)
477,20,San Silvestre (Pob.)
478,20,Santa Asuncion
479,20,Santa Cecilia
480,20,Santa Monica
481,21,San Agustin (Pob.)
482,21,San Andres
483,21,San Antonio
484,21,San Bernabe
485,21,San Cristobal
486,21,San Felipe
487,21,San Francisco (Pob.)
488,21,San Isidro
489,21,San Joaquin (Pob.)
490,21,San Jose
491,21,San Juan
492,21,San Leandro (Pob.)
493,21,San Lorenzo
494,21,San Manuel
495,21,San Marcos
496,21,San Nicolas
497,21,San Pedro
498,21,San Roque
499,21,San Vicente (Pob.)
500,21,Santa Barbara (Pob.)
501,21,Santa Magdalena
502,21,Santa Rosa
503,21,Santo Santiago
504,21,Santo Tomas
505,22,Aguitap
506,22,Bagbag
507,22,Bagbago
508,22,Barcelona
509,22,Bubuos
510,22,Capurictan
511,22,Catangraran
512,22,Darasdas
513,22,Juan (Pob.)
514,22,Laureta (Pob.)
515,22,Lipay
516,22,Maananteng
517,22,Manalpac
518,22,Mariquet
519,22,Nagpatpatan
520,22,Nalasin
521,22,Puttao
522,22,San Juan
523,22,San Julian
524,22,Santa Ana
525,22,Santiago
526,22,Talugtog
527,23,Abkir
544,23,Alejo Malasig
528,23,Alsem
529,23,Bago
530,23,Bulbulala
531,23,Cabangaran
532,23,Cabayo
533,23,Cabisocolan
534,23,Canaam
535,23,Columbia
536,23,Dagupan
538,23,Dipilat
539,23,Esperanza
540,23,Ester
541,23,Isic Isic
542,23,Lubnac
543,23,Mabanbanag
548,23,Malampa
545,23,Manarang
546,23,Margaay
547,23,Namoroc
549,23,Parparoroc
550,23,Parut
537,23,Pedro F. Alviar
551,23,Salsalamagui
552,23,San Jose
553,23,San Nicolas (Pob.)
554,23,San Pedro (Pob.)
555,23,San Ramon (Pob.)
556,23,San Roque (Pob.)
557,23,Santa Maria (Pob.)
558,23,Tamdagan
559,23,Visaya
560,24,Alilem Daya (Pob.)
561,24,Amilongan
562,24,Anaao
563,24,Apang
564,24,Apaya
565,24,Batbato
566,24,Daddaay
567,24,Dalawa
568,24,Kiat
569,25,Bagbagotot
570,25,Banbanaal
571,25,Bisangol
572,25,Cadanglaan
573,25,Casilagan Norte
574,25,Casilagan Sur
575,25,Elefante
576,25,Guardia
577,25,Lintic
578,25,Lopez
579,25,Montero
580,25,Naguimba
581,25,Pila
582,25,Poblacion
583,26,Aggay
584,26,An-annam
585,26,Balaleng
586,26,Banaoang
611,26,Barangay 1 (Pob.)
612,26,Barangay 2 (Pob.)
613,26,Barangay 3 (Pob.)
614,26,Barangay 4 (Pob.)
615,26,Barangay 5 (Pob.)
616,26,Barangay 6 (Pob.)
587,26,Bulag
588,26,Buquig
589,26,Cabalanggan
590,26,Cabaroan
591,26,Cabusligan
592,26,Capangdanan
593,26,Guimod
594,26,Lingsat
595,26,Malingeb
596,26,Mira
597,26,Naguiddayan
598,26,Ora
599,26,Paing
600,26,Puspus
601,26,Quimmarayan
602,26,Sagneb
603,26,Sagpat
605,26,San Isidro
606,26,San Julian
604,26,San Mariano
607,26,Sinabaan
608,26,Taguiporo
609,26,Taleb
610,26,Tay-ac
617,27,Ambugat
618,27,Balugang
619,27,Bangbangar
620,27,Bessang
621,27,Cabcaburao
622,27,Cadacad
623,27,Callitong
624,27,Dayanki
635,27,Dirdirig
625,27,Lesseb
626,27,Lubing
627,27,Lucaban
628,27,Luna
629,27,Macaoayan
630,27,Mambug
631,27,Manaboc
632,27,Mapanit
634,27,Nagpanaoan
636,27,Paduros
637,27,Patac
638,27,Poblacion Norte
633,27,Poblacion Sur
639,27,Sabangan Pinggan
640,27,Subadi Norte
641,27,Subadi Sur
642,27,Taliao
643,28,Alinaay
644,28,Aragan
645,28,Arnap
646,28,Baclig (Pob.)
647,28,Bato
648,28,Bonifacio (Pob.)
649,28,Bungro
650,28,Cacadiran
651,28,Caellayan
652,28,Carusipan
653,28,Catucdaan
654,28,Cuancabal
655,28,Cuantacla
656,28,Daclapan
657,28,Dardarat
658,28,Lipit
659,28,Maradodon
660,28,Margaay
661,28,Nagsantaan
662,28,Nagsincaoan
663,28,Namruangan
664,28,Pila
665,28,Pug-os
666,28,Quezon (Pob.)
667,28,Reppaac
668,28,Rizal (Pob.)
669,28,Sabang
670,28,Sagayaden
671,28,Salapasap
672,28,Salomague
673,28,Sisim
674,28,Turod
675,28,Turod-Patac
676,29,Allangigan Primero
677,29,Allangigan Segundo
678,29,Amguid
679,29,Ayudante
680,29,Bagani Camposanto
681,29,Bagani Gabor
682,29,Bagani Tocgo
683,29,Bagani Ubbog
684,29,Bagar
685,29,Balingaoan
686,29,Bugnay
687,29,Calaoaan
688,29,Calongbuyan
689,29,Caterman
690,29,Cubcubboot
691,29,Darapidap
692,29,Langlangca Primero
693,29,Langlangca Segundo
694,29,Oaig-Daya
695,29,Palacapac
696,29,Paras
697,29,Parioc Primero
698,29,Parioc Segundo
699,29,Patpata Primero
700,29,Patpata Segundo
701,29,Paypayad
702,29,Salvador Primero
703,29,Salvador Segundo
704,29,San Agustin
705,29,San Andres
706,29,San Antonio (Pob.)
707,29,San Isidro (Pob.)
708,29,San Jose (Pob.)
709,29,San Juan (Pob.)
710,29,San Nicolas
711,29,San Pedro
712,29,Santo Tomas
713,29,Tablac
714,29,Talogtog
715,29,Tamurong Primero
716,29,Tamurong Segundo
717,29,Villarica
718,30,Anonang Mayor
719,30,Anonang Menor
720,30,Baggoc
721,30,Callaguip
722,30,Caparacadan
733,30,Don Alejandro Quirolgico (Pob.)
729,30,Don Dimas Querubin (Pob.)
734,30,Don Lorenzo Querubin (Pob.)
723,30,Fuerte
724,30,Manangat
725,30,Naguilian
726,30,Nansuagao
727,30,Pandan
731,30,Pantay Tamurong
728,30,Pantay-Quitiquit
730,30,Puro
732,30,Villamar
735,31,Aluling
736,31,Comillas North
737,31,Comillas South
738,31,Concepcion (Pob.)
739,31,Dinwede East
740,31,Dinwede West
741,31,Libang
747,31,Malaya
742,31,Pilipil
743,31,Remedios
744,31,Rosario (Pob.)
745,31,San Juan
746,31,San Luis
748,32,Abaya
749,32,Baracbac
750,32,Bidbiday
751,32,Bitong
752,32,Borobor
753,32,Calimugtong
754,32,Calongbuyan
755,32,Calumbaya
756,32,Daldagan
757,32,Kilang
758,32,Legaspi
759,32,Mabayag
760,32,Matanubong
761,32,Mckinley
762,32,Nagsingcaoan
763,32,Oaig-Daya
764,32,Pagangpang
765,32,Patac
766,32,Poblacion
767,32,Rubio
768,32,Sabangan-Bato
769,32,Sacaang
770,32,San Vicente
771,32,Sapang
772,33,Alfonso
773,33,Bussot
774,33,Concepcion
775,33,Dapdappig
776,33,Matue-Butarag
777,33,Poblacion Norte
778,33,Poblacion Sur
779,34,Banucal
780,34,Bequi-Walin
781,34,Bugui
782,34,Calungbuyan
783,34,Carcarabasa
784,34,Labut
785,34,Poblacion Norte
786,34,Poblacion Sur
787,34,San Vicente
788,34,Suysuyan
789,34,Tay-ac
790,35,Alangan
791,35,Bacar
792,35,Barbarit
793,35,Bungro
794,35,Cabaroan
795,35,Cadanglaan
796,35,Caraisan
797,35,Dacutan
798,35,Labut
799,35,Maas-asin
800,35,Macatcatud
802,35,Manzante
803,35,Maratudo
804,35,Miramar
801,35,Namalpalan
805,35,Napo
806,35,Pagsanaan Norte
807,35,Pagsanaan Sur
808,35,Panay Norte
809,35,Panay Sur
810,35,Patong
811,35,Puro
812,35,San Basilio (Pob.)
813,35,San Clemente (Pob.)
814,35,San Julian (Pob.)
815,35,San Lucas (Pob.)
816,35,San Ramon (Pob.)
817,35,San Vicente (Pob.)
818,35,Santa Monica
819,35,Sarsaracat
820,36,Balaweg
821,36,Bandril
822,36,Bantugo
823,36,Cadacad
824,36,Casilagan
825,36,Casocos
826,36,Lapting
827,36,Mapisi
828,36,Mission
829,36,Poblacion East
830,36,Poblacion West
831,36,Taleb
832,37,Abuor
833,37,Ambulogan
834,37,Aquib
835,37,Banglayan
865,37,Bantay Abot
836,37,Bulanos
837,37,Cadacad
838,37,Cagayungan
839,37,Camarao
840,37,Casilagan
841,37,Codoog
842,37,Dasay
843,37,Dinalaoan
844,37,Estancia
845,37,Lanipao
846,37,Lungog
847,37,Margaay
848,37,Marozo
849,37,Naguneg
850,37,Orence
851,37,Pantoc
852,37,Paratong
853,37,Parparia
854,37,Quinarayan
855,37,Rivadavia
856,37,San Antonio
857,37,San Jose (Pob.)
858,37,San Pablo
859,37,San Pedro
860,37,Santa Lucia (Pob.)
861,37,Sarmingan
862,37,Sucoc
863,37,Sulvec
864,37,Turod
866,38,Banoen
867,38,Cayus
874,38,Lamag
872,38,Legleg (Pob.)
869,38,Malideg
870,38,Namitpit
871,38,Patiacan
868,38,Patungcaleo
873,38,Suagayan
875,39,Atabay
877,39,Balidbid
878,39,Baluarte
879,39,Baybayading
880,39,Boguibog
881,39,Bulala-Leguey
876,39,Calangcuasan
883,39,Culiong
884,39,Dinaratan
882,39,Kaliwakiw
885,39,Kinmarin
886,39,Lucbuban
887,39,Madarang
888,39,Maligcong
889,39,Pias
890,39,Poblacion Norte
891,39,Poblacion Sur
892,39,San Gaspar
893,39,San Tiburcio
894,39,Sorioan
895,39,Ubbog
896,40,Cabaroan (Pob.)
897,40,Kalumsing
898,40,Lancuas
899,40,Matibuey
900,40,Paltoc
903,40,San Miliano
901,40,Sibsibbu
902,40,Tiagan
904,41,Ansad
905,41,Apatot
906,41,Bateria
907,41,Cabaroan
908,41,Cappa-cappa
909,41,Poblacion
910,41,San Nicolas
911,41,San Pablo
912,41,San Rafael
913,41,Villa Quirino
914,42,Arnap
915,42,Bahet
916,42,Belen
917,42,Bungro
919,42,Busiing Norte
918,42,Busiing Sur
920,42,Dongalo
921,42,Gongogong
922,42,Iboy
926,42,Kinamantirisan
923,42,Otol-Patac
924,42,Poblacion East
925,42,Poblacion West
927,42,Sagneb
928,42,Sagsagat
960,43,Asilang
929,43,Bacsil
930,43,Baliw
931,43,Bannuar (Pob.)
932,43,Barbar
933,43,Cabanglotan
934,43,Cacandongan
935,43,Camanggaan
936,43,Camindoroan
937,43,Caronoan
938,43,Darao
939,43,Dardarat
940,43,Guimod Norte
941,43,Guimod Sur
942,43,Immayos Norte
943,43,Immayos Sur
944,43,Labnig
945,43,Lapting
946,43,Lira (Pob.)
947,43,Malamin
948,43,Muraya
949,43,Nagsabaran
950,43,Nagsupotan
951,43,Pandayan (Pob.)
952,43,Refaro
953,43,Resurreccion (Pob.)
954,43,Sabangan
955,43,San Isidro
956,43,Saoang
957,43,Solotsolot
958,43,Sunggiam
959,43,Surngit
961,44,Bantaoay
962,44,Bayubay Norte
963,44,Bayubay Sur
964,44,Lubong
965,44,Poblacion
966,44,Pudoc
967,44,San Sebastian
968,45,Ampandula
969,45,Banaoang
970,45,Basug
971,45,Bucalag
972,45,Cabangaran
973,45,Calungboyan
974,45,Casiber
975,45,Dammay
976,45,Labut Norte
977,45,Labut Sur
979,45,Mabilbila Norte
978,45,Mabilbila Sur
980,45,Magsaysay District (Pob.)
981,45,Manueva
982,45,Marcos (Pob.)
983,45,Nagpanaoan
984,45,Namalangan
985,45,Oribi
986,45,Pasungol
987,45,Quezon (Pob.)
988,45,Quirino (Pob.)
989,45,Rancho
990,45,Rizal
991,45,Sacuyya Norte
992,45,Sacuyya Sur
993,45,Tabucolan
994,46,Cabaroan
995,46,Cabittaogan
996,46,Cabuloan
997,46,Pangada
998,46,Paratong
999,46,Poblacion
1000,46,Sinabaan
1001,46,Subec
1002,46,Tamorong
1003,47,Amarao
1004,47,Babayoan
1005,47,Bacsayan
1006,47,Banay
1007,47,Bayugao Este
1008,47,Bayugao Oeste
1009,47,Besalan
1010,47,Bugbuga
1011,47,Calaoaan
1012,47,Camanggaan
1013,47,Candalican
1014,47,Capariaan
1015,47,Casilagan
1016,47,Coscosnong
1017,47,Daligan
1018,47,Dili
1019,47,Gabor Norte
1020,47,Gabor Sur
1021,47,Lalong
1022,47,Lantag
1023,47,Las-ud
1024,47,Mambog
1025,47,Mantanas
1026,47,Nagtengnga
1027,47,Padaoil
1028,47,Paratong
1029,47,Pattiqui
1030,47,Pidpid
1031,47,Pilar
1032,47,Pinipin
1033,47,Poblacion Este
1034,47,Poblacion Norte
1036,47,Poblacion Sur
1035,47,Poblacion Weste
1037,47,Quinfermin
1038,47,Quinsoriano
1039,47,Sagat
1040,47,San Antonio
1041,47,San Jose
1042,47,San Pedro
1043,47,Saoat
1044,47,Sevilla
1045,47,Sidaoen
1046,47,Suyo
1047,47,Tampugo
1048,47,Turod
1049,47,Villa Garcia
1050,47,Villa Hermosa
1051,47,Villa Laurencia
1052,48,Alincaoeg
1053,48,Angkileng
1054,48,Arangin
1055,48,Ayusan (Pob.)
1056,48,Banbanaba
1087,48,Bani
1057,48,Bao-as
1058,48,Barangobong (Pob.)
1059,48,Buliclic
1060,48,Burgos (Pob.)
1061,48,Cabaritan
1062,48,Catayagan
1063,48,Conconig East
1064,48,Conconig West
1065,48,Damacuag
1067,48,Luba
1066,48,Lubong
1068,48,Nagrebcan
1069,48,Nagtablaan
1070,48,Namatican
1071,48,Nangalisan
1072,48,Palali Norte
1073,48,Palali Sur
1074,48,Paoc Norte
1075,48,Paoc Sur
1076,48,Paratong
1077,48,Pila East
1078,48,Pila West
1079,48,Quinabalayangan
1080,48,Ronda
1081,48,Sabuanan
1082,48,San Juan
1083,48,San Pedro
1084,48,Sapang
1085,48,Suagayan
1086,48,Vical
1088,49,Ag-agrao
1089,49,Ampuagan
1090,49,Baballasioan
1091,49,Baliw Daya
1092,49,Baliw Laud
1093,49,Bia-o
1094,49,Butir
1095,49,Cabaroan
1096,49,Danuman East
1097,49,Danuman West
1098,49,Dunglayan
1099,49,Gusing
1100,49,Langaoan
1101,49,Laslasong Norte
1102,49,Laslasong Sur
1103,49,Laslasong West
1104,49,Lesseb
1105,49,Lingsat
1106,49,Lubong
1107,49,Maynganay Norte
1108,49,Maynganay Sur
1109,49,Nagsayaoan
1110,49,Nagtupacan
1111,49,Nalvo
1112,49,Pacang
1113,49,Penned
1114,49,Poblacion Norte
1115,49,Poblacion Sur
1116,49,Silag
1117,49,Sumagui
1118,49,Suso
1119,49,Tangaoan
1120,49,Tinaan
1121,50,Al-aludig
1122,50,Ambucao
1124,50,Baybayabas
1125,50,Bigbiga
1126,50,Bulbulala
1127,50,Busel-busel
1128,50,Butol
1129,50,Caburao
1130,50,Dan-ar
1131,50,Gabao
1132,50,Guinabang
1133,50,Imus
1134,50,Lang-ayan
1135,50,Mambug
1136,50,Nalasin
1137,50,Olo-olo Norte
1138,50,Olo-olo Sur
1139,50,Poblacion Norte
1140,50,Poblacion Sur
1141,50,Sabangan
1142,50,Salincub
1123,50,San Jose
